text,answer,prediction
$COH Gaining Momentum! Nice buy signals here! Long Over $35.92 http://stks.co/t0tAh,positive,positive
"BHP Billiton posts big loss, slashes dividend",negative,negative
AstraZeneca chases Acerta to secure next cancer drug winner,positive,neutral
End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB  www.dailystockplays.com,negative,neutral
Auto Trader share price surges as company floats on LSE,positive,positive
Baird Upgrades Tesla Motors $TSLA to Outperform https://t.co/1FA6aTOqlw,positive,positive
EUR/USD Finding Support Near 1.10 Level $ERO $UUP $UDN $FXE  http://stks.co/b29eU,positive,neutral
"Hammerson, JV Partner secure ownership of Ireland's Dundrum - Quick Facts",positive,neutral
Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,positive,neutral
InterContinental Hotels first-quarter global room revenue lags estimates,negative,negative
MarketsBP promotes upstream boss to deputy CEO,neutral,neutral
Randgold profit hit by poor gold price but dividend still increases,neutral,negative
$BBRY Sierra. Has a great cash balance and impressive growth rate.Would be a wonderful marriage!,positive,positive
$DUG weekly stochastics finally starting to turn up after long consolidation. Buying here.,positive,positive
$ZAGG getting ready...Target $15 plus on a close over $13.50 on better than avg daily Volume http://chart.ly/lha44tn,positive,positive
Mylan Appoints Ranjan Ray Chaudhuri as Global Commercial Lead for Mylan's Over ...,neutral,neutral
$vxx starting to creep up while $spy sits near hod ...,positive,neutral
SABMiller buys Meantime to quench thirst for craft beer,positive,positive
UPDATE 5-SABMiller rejects AB InBev's $104 bln takeover approach,positive,negative
Merged LSE and Deutsche BÃ¶rse would be led by Germany's Kengeter,positive,neutral
"Kraft, Cadbury's and Britvic in Total Recall: how pulling a product affects profit",negative,neutral
Shell offers 50 percent premium to buy BG for $70 billion,positive,positive
Miners Meltdown as BHP to Rio Tinto Sink in Commodities Rout,negative,negative
"Loaded up on $bsx yesterday,looking good now. Still think way more upside than downside.",positive,positive
AstraZeneca's MedImmune Inks Licensing Deal With Omnis Pharmaceuticals,positive,neutral
"@IfHeDiesHeDies: @Bullhorn334: $ZNGA shorts are getting nervous""""",positive,negative
$BBRY lets see 14+ today,positive,neutral
bot $AMZN 600 weekly calls here @ 5.93,positive,neutral
$aapl news is becoming very bullish again http://stks.co/tMU,positive,positive
Industry NewsWolseley confident in reslilience amid mixed markets,positive,positive
$NKE gapping up to all time highs http://stks.co/q1jAu #tradeideas http://stks.co/r1j6c,positive,positive
$TSLA yeah lets go down to 230s lol,negative,negative
$GILD 91 now support. $IBB $BIB https://t.co/GIoOf6zbKv,positive,neutral
Tesco sells Blinkbox and broadband service to TalkTalk,positive,neutral
"$BRK.B $SPY  All time high tomorrow? 150k on the A shares, Dec 13, 2007.",positive,neutral
UPDATE 1-AstraZeneca boosts respiratory unit with $575 mln Takeda deal,positive,positive
"OCBC to Buy Barclay's Wealth Management Unit in Singapore, Hong Kong",positive,positive
"$amrn Full bull call spread ranging July to Jan 15. Lets see what this baby does,",positive,positive
UPDATE 1-BP shareholders back more disclosure on climate change risks,neutral,neutral
Citrix Systems Inc $CTXS Position Increased by Mizuho… https://t.co/v7Lkq08Flp @ShareStockNews,positive,neutral
$HZNP havent seen vol like this since the runup. lets see one more dip to 2.0x,negative,neutral
Tesco Abandons Video-Streaming Ambitions in Blinkbox Sale,negative,negative
$aapl key is to breakout above 460 on solid volume or else it's a no trade for now,positive,positive
Followed the levels I shared with you on $NFLX $GOOGL $TSLA calls for nice gains. Still holding $FB 110 calls. Week made in a morning.,positive,positive
Horizonte acquires neighbouring Glencore nickel property in Brazil,positive,neutral
Goodwin not to face Scottish prosecution over RBS,positive,neutral
ITV to pursue takeover of Canada's Entertainment One: Bloomberg,positive,neutral
"Red Daily Triangle on $SHOR,...Scaling Up on Long Position http://stks.co/r82S",positive,neutral
Barclays share price subdued as bank faces fresh forex probe,negative,negative
$DNKN $KKD $DPZ $LOCO Inside week buy triggers. http://stks.co/h0vV8  http://stks.co/r0ebN,positive,neutral
@NASDboy I think the DNF crew can get this $NFLX short into the next 30 days heading into earnings,negative,neutral
@saltwaternurse $INO can test 10 again in next few days. time to take some profits here. or hedge with puts.,negative,neutral
"@Binkster69 Not that. it's just ER's lol. But looking at the correlation of $ARIA and foreign price charts, they are all poised to breakout.",positive,positive
"$AAPL bounces off support, it seems",positive,neutral
Just stumbled upon this amazing chart - $OFIX - holy guac. SUPER overbought. http://stks.co/e0PX1,negative,negative
$OSUR up 33% since 6/25 buy signal. resistance 5.33 - expect 1. pullback 2nd half of day or 2. break abov 5.33 & continue rally for 4-5 days,positive,positive
Barclays PLC & Lloyds Banking Group PLC Are The 2 Banks I'd Buy Today,positive,positive
$NSM ascending base breakout starting to gain traction; strong stock http://stks.co/gBSH,positive,positive
"Philip Morris, BAT Sue Over Law Taking Branding Off Packs",negative,negative
@CH_Roark: $UNXL I like this Ascending Triangle on the 30-minute chart. Breakout coming Monday! http://stks.co/aT3GLooks promising.,positive,positive
Piper upgrades Symantec on improving renewal rates and enterprise growth $SYMC,positive,positive
$GEVO PLUNGING!  Back to $3.55.,negative,negative
$KITD Looking for a oversold bounce.,positive,neutral
Zurich Insurance Considering Offer for UK Rival RSA Insurance,positive,neutral
$BWLD bearish engulfing candle,negative,negative
"$AAPL double bottom could be in, keep in mind",positive,neutral
Tesco sells half of stake in ecommerce site Lazada to Alibaba for Â£90m,neutral,neutral
$YHOO A breakout above $29.83 would constitute a technical entry for the short term trader. http://stks.co/jkUF,positive,neutral
"Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/6NKWEcrBA5 $AAPL $AXP $BAC $BLUE $FXE",negative,negative
"Should You Buy Jumbo Yielders British American Tobacco plc, Centrica PLC & John Wood Group PLC?",positive,neutral
"Intuitive Surgical $ISRG is in a great financial position, take a look https://t.co/VahhJAcBFG https://t.co/24hQTQX4ou",positive,positive
$BIOC RSI extremely in long's favor looking at BIOC historically.,positive,positive
$JD down 20% in after-hour market. anyone care to explain why?,negative,negative
Hargreaves Lansdown bucks weak markets to see assets rise 2.6 percent,positive,positive
Glencore Studies Possible IPO for Agricultural Trading Business,positive,neutral
"@HopeTurock yes, the expectations of a deal are somewhat priced in but we could see a nice pop if bids come in higher than expected... $YHOO",positive,positive
"@harmongreg: $BBRY wkly, Inverse Head and Shoulders forming, triggers over 18.50, PO at least 30.80, watching http://stks.co/iPVJ",positive,positive
Added long at friday close  $SPY $LABU $BLUE $AMZN,positive,neutral
Barclays sells benchmark indices unit to Bloomberg,positive,neutral
"Saudi Aramco, Shell plan to break up Motiva, divide up assets",negative,neutral
Whitbread boss Andy Harrison defends sales fall as 'just a blip',neutral,neutral
Supermarket Stocks Rally as Tesco Plans to Axe Non-core UK Assets $TSCO https://t.co/BmvhcrwREA,positive,positive
#LongPos $TSLA 256 Break-out thru 50 & 200- DMA (197-230) upper head res (274-279) Short squeeze in progress Nr term obj: 310 Stop loss:239,positive,positive
Amazon to attack UK grocery market with Morrisons deal,positive,neutral
#FusionIQ NEW Positive Timing Signal on $SBUX Today https://t.co/9ImlXz4YNa Please Retweet #Signals,positive,positive
$WFT closng higher from here,positive,positive
$FIO won't stay down,positive,positive
$BOBE down $2.84  premarket,negative,negative
"Ingenious, HSBC, UBS and Coutts sued by 'tax avoidance' clients",negative,negative
"$VRTX Vertex. Monthly -lower hi/lower lo,  Long term uptrend intract so far",positive,neutral
"EU drops Shell, BP, Statoil from ethanol benchmark investigation",positive,neutral
Analysts impressed with progress at Tesla's flagship factory; co spent $1.6B on upgrades in '15 https://t.co/SABxCSn8cd by @tsrandall $TSLA,positive,positive
RSA Insurance Hires Towergate's Egan as Chief Financial Officer,neutral,neutral
REFILE-UPDATE 4-Britain's Lloyds to pay first dividend since rescue,positive,positive
ARM Holdings plc Partners With International Business Machines Corp. To Drive ...,positive,neutral
"UPDATE 1-BHP Billiton's credit ratings fragile in FY16, agencies warn",negative,negative
Windows 10 is awful why did it force an upgrade on my pc without my consent? #windows #Microsoft $msft,negative,negative
Morrisons book second consecutive quarter of sales growth,positive,positive
Adobe Receives New Rating from Top Analyst $ADBE https://t.co/LJNXPEvHZN,positive,neutral
AB InBev approaches SABMiller to explore $250bn tie-up,positive,neutral
$AWR Standard & Poor's Affirms 'A+' Credit Rating at American States Water Company and Golden State Water Company http://stks.co/f2P94,positive,positive
RBS Pays $1.7 Billion to Scrap U.K. Treasury's Dividend Rights,neutral,negative
$WYNN big bounce,positive,positive
$GS sells flat..I am out..,negative,negative
"Ingenious, HSBC, UBS and Coutts sued by 'tax avoidance' clients",negative,negative
Amazon has been selling surveillance cameras infected with malware $AMZN #Amazon  https://t.co/TohLEQ8FK6 https://t.co/5PR4cBtVVy,negative,negative
$CAMT Looks like might break down. I'm out,negative,negative
$TSPT  long 8.00,positive,neutral
Shire CEO steps up drive to get Baxalta board talking,positive,neutral
NetApp downgraded by Macquarie to underperform. $22.00 PT. https://t.co/XCNgws0t4q $NTAP #NTAP via @RatingsNetwork,negative,negative
$RCON some upside today. This thing is severe low float. If there is catalyst for this guy. It can run.,positive,positive
Aviva promises higher dividends to boost flagging share price,positive,positive
AstraZeneca Explores Potential Deal With Acerta for Cancer Drug,positive,neutral
Market Report: Eight-day rally ends for FTSE 100 and Standard Chartered,neutral,negative
$TZA is a rocket ship!!!,positive,positive
"Britain's FTSE steadies, supported by Dixons Carphone",positive,neutral
$IWM relative weakness is pretty apparent but the short boat is getting full on this one. I prefer the boat closer to empty.,negative,negative
"$SBUX down PM, from $DB downgrade.. PT cut from 70 to $64",negative,negative
Shell and BG Shareholders to Vote on Deal at End of January,neutral,neutral
$YMI http://stks.co/Xyf Long setup. Closed above the 20MA. MACD cross. November catalyst.,positive,positive
LinkedIn Revenue Up Nearly 50% http://stks.co/g1F4T  $LNKD,positive,positive
$AAPL nibbling on a small long via 525.. buying off 13min charts..,positive,positive
$GILD  is expanding its research facilities...keeping up with the pace of innovation  https://t.co/uOE7FJ4LOP,positive,positive
"L&G still paying price for dividend cut during crisis, chief says",negative,negative
That bearish outside day Tuesday is significant. 200 day resistance still intact. just my opinion $SDS http://chart.ly/2bey48t,negative,negative
"BP, Statoil, to Withdraw Staff From Algeria Following Rocket Attack",negative,negative
ALERT: New MACD signal created on $CTXS - Buy at 77.09 - Time: 18:23 - Strength: 10. Powered by https://t.co/4TdgjEDLLZ,positive,positive
$AAPL I am big OUT from this. seems its falling towards 530.. :(,negative,negative
"Apple expected to launch new iPhone, iPad today $AAPL https://t.co/XfnICWeBeG",positive,positive
$EFUT hod  posted buy pm at $4.40,positive,neutral
